Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1468,CA-11467-1467,2022-12-18,2022-12-24,Standard Class,CG-30936,Customer 667,Consumer,United States,Nebraska City,Nebraska,27905,Central,OFF-4098,Office Supplies,Paper,Paper Item 13,3705.0,13,0.0,1064.16
1469,CA-11468-1468,2021-04-24,2021-04-26,First Class,CG-79368,Customer 668,Consumer,United States,Idaho City,Idaho,78147,West,OFF-9353,Office Supplies,Art,Art Item 9,2114.33,8,0.0,626.27
1470,CA-11469-1469,2022-04-15,2022-04-20,Standard Class,CG-27944,Customer 669,Consumer,United States,Minnesota City,Minnesota,50290,Central,OFF-5164,Furniture,Tables,Tables Item 7,3187.12,10,0.0,558.18
1471,CA-11470-1470,2022-02-09,2022-02-14,Standard Class,CG-76500,Customer 670,Consumer,United States,Nebraska City,Nebraska,91478,Central,OFF-7207,Furniture,Tables,Tables Item 25,3994.28,4,0.0,261.45
1472,CA-11471-1471,2021-05-18,2021-05-20,Same Day,CG-60907,Customer 671,Corporate,United States,North Carolina City,North Carolina,51139,South,OFF-3405,Furniture,Furnishings,Furnishings Item 36,1631.84,2,0.1,-202.06
1473,CA-11472-1472,2020-10-14,2020-10-20,Standard Class,CG-11085,Customer 672,Consumer,United States,Tennessee City,Tennessee,59325,South,OFF-4532,Technology,Copiers,Copiers Item 48,3548.2,7,0.0,857.2
1474,CA-11473-1473,2019-09-10,2019-09-15,Standard Class,CG-54370,Customer 673,Home Office,United States,Michigan City,Michigan,55052,Central,OFF-2382,Office Supplies,Binders,Binders Item 23,1258.51,8,0.0,302.64
1475,CA-11474-1474,2019-10-22,2019-10-23,Same Day,CG-92374,Customer 674,Corporate,United States,North Carolina City,North Carolina,60627,South,OFF-9915,Office Supplies,Appliances,Appliances Item 48,472.26,2,0.1,59.78
1476,CA-11475-1475,2022-08-22,2022-08-28,Standard Class,CG-31526,Customer 675,Consumer,United States,Louisiana City,Louisiana,84392,South,OFF-2246,Furniture,Furnishings,Furnishings Item 46,406.14,8,0.5,-276.91
1477,CA-11476-1476,2021-05-30,2021-06-01,First Class,CG-17603,Customer 676,Consumer,United States,Utah City,Utah,87240,West,OFF-2493,Office Supplies,Binders,Binders Item 28,544.93,2,0.0,158.83
1478,CA-11477-1477,2022-08-09,2022-08-15,Standard Class,CG-49279,Customer 677,Home Office,United States,Virginia City,Virginia,97705,East,OFF-8757,Office Supplies,Fasteners,Fasteners Item 12,493.71,3,0.0,127.25
1479,CA-11478-1478,2022-07-10,2022-07-15,Standard Class,CG-50252,Customer 678,Consumer,United States,North Carolina City,North Carolina,55176,South,OFF-4570,Furniture,Furnishings,Furnishings Item 43,7633.97,7,0.0,1070.44
1480,CA-11479-1479,2020-02-27,2020-03-01,First Class,CG-10209,Customer 679,Corporate,United States,Georgia City,Georgia,14834,South,OFF-3807,Office Supplies,Labels,Labels Item 31,1126.63,9,0.3,-164.25
1481,CA-11480-1480,2020-02-01,2020-02-07,Standard Class,CG-28973,Customer 680,Corporate,United States,Wisconsin City,Wisconsin,46051,Central,OFF-2461,Office Supplies,Labels,Labels Item 2,190.97,1,0.3,-18.13
1482,CA-11481-1481,2022-07-03,2022-07-07,Second Class,CG-56408,Customer 681,Consumer,United States,Nevada City,Nevada,46530,West,OFF-9240,Office Supplies,Art,Art Item 10,405.32,13,0.2,-55.92
1483,CA-11482-1482,2020-03-09,2020-03-15,Standard Class,CG-50591,Customer 682,Corporate,United States,Wisconsin City,Wisconsin,80143,Central,OFF-6507,Furniture,Tables,Tables Item 47,8618.85,13,0.5,-5845.71
1484,CA-11483-1483,2019-02-11,2019-02-16,Standard Class,CG-29569,Customer 683,Consumer,United States,Florida City,Florida,71947,South,OFF-8723,Technology,Machines,Machines Item 20,12680.2,12,0.2,-869.14
1485,CA-11484-1484,2022-01-11,2022-01-17,Standard Class,CG-34570,Customer 684,Consumer,United States,Florida City,Florida,45364,South,OFF-3435,Office Supplies,Envelopes,Envelopes Item 37,408.67,2,0.0,98.46
1486,CA-11485-1485,2022-10-27,2022-11-01,Standard Class,CG-27949,Customer 685,Home Office,United States,Nebraska City,Nebraska,43503,Central,OFF-1448,Office Supplies,Envelopes,Envelopes Item 14,748.03,3,0.1,76.14
1487,CA-11486-1486,2022-02-07,2022-02-12,Standard Class,CG-66203,Customer 686,Consumer,United States,Minnesota City,Minnesota,91986,Central,OFF-6677,Office Supplies,Storage,Storage Item 19,749.53,9,0.5,-351.33
1488,CA-11487-1487,2021-04-27,2021-05-03,Standard Class,CG-58095,Customer 687,Corporate,United States,Wisconsin City,Wisconsin,51453,Central,OFF-4179,Technology,Phones,Phones Item 29,3392.84,2,0.0,876.11
1489,CA-11488-1488,2021-11-22,2021-11-27,Standard Class,CG-95045,Customer 688,Corporate,United States,Mississippi City,Mississippi,68285,South,OFF-8050,Technology,Copiers,Copiers Item 49,22978.83,9,0.1,2753.55
1490,CA-11489-1489,2022-02-16,2022-02-21,Standard Class,CG-80148,Customer 689,Home Office,United States,Indiana City,Indiana,62909,Central,OFF-3032,Technology,Phones,Phones Item 11,719.12,2,0.7,-580.32
1491,CA-11490-1490,2021-06-26,2021-07-02,Standard Class,CG-56733,Customer 690,Home Office,United States,Idaho City,Idaho,13417,West,OFF-7445,Office Supplies,Binders,Binders Item 42,3404.34,12,0.0,993.54
1492,CA-11491-1491,2020-04-01,2020-04-02,Same Day,CG-23490,Customer 691,Home Office,United States,Indiana City,Indiana,16044,Central,OFF-6220,Technology,Accessories,Accessories Item 41,11008.65,12,0.0,2081.23
1493,CA-11492-1492,2021-04-09,2021-04-12,First Class,CG-79865,Customer 692,Consumer,United States,Utah City,Utah,15322,West,OFF-2055,Furniture,Bookcases,Bookcases Item 37,8905.8,10,0.2,-1802.72
1494,CA-11493-1493,2022-01-28,2022-02-03,Standard Class,CG-58966,Customer 693,Corporate,United States,Missouri City,Missouri,55580,Central,OFF-8547,Technology,Accessories,Accessories Item 27,8385.13,5,0.0,1465.13
1495,CA-11494-1494,2021-01-08,2021-01-13,Standard Class,CG-54258,Customer 694,Corporate,United States,Maryland City,Maryland,37467,East,OFF-4135,Furniture,Tables,Tables Item 29,6663.13,13,0.0,735.47
1496,CA-11495-1495,2020-10-06,2020-10-11,Standard Class,CG-63467,Customer 695,Home Office,United States,Minnesota City,Minnesota,79495,Central,OFF-7840,Furniture,Bookcases,Bookcases Item 5,4188.06,4,0.0,801.58
1497,CA-11496-1496,2021-10-03,2021-10-09,Standard Class,CG-74367,Customer 696,Consumer,United States,Minnesota City,Minnesota,82230,Central,OFF-6006,Furniture,Bookcases,Bookcases Item 2,3776.04,8,0.2,-1036.19
1498,CA-11497-1497,2022-06-17,2022-06-23,Standard Class,CG-87692,Customer 697,Home Office,United States,Montana City,Montana,97599,West,OFF-8696,Technology,Accessories,Accessories Item 40,19203.86,10,0.1,1152.32
1499,CA-11498-1498,2020-07-05,2020-07-10,Standard Class,CG-85498,Customer 698,Corporate,United States,Nebraska City,Nebraska,38439,Central,OFF-4400,Furniture,Chairs,Chairs Item 42,1464.86,8,0.0,235.27
1500,CA-11499-1499,2019-07-26,2019-07-28,First Class,CG-72394,Customer 699,Consumer,United States,Michigan City,Michigan,75078,Central,OFF-3586,Furniture,Furnishings,Furnishings Item 44,2146.69,12,0.0,270.65
1501,CA-11500-1500,2021-04-19,2021-04-23,Second Class,CG-70548,Customer 700,Corporate,United States,Indiana City,Indiana,23582,Central,OFF-9813,Office Supplies,Art,Art Item 9,242.39,11,0.1,6.29
1502,CA-11501-1501,2021-01-26,2021-01-31,Standard Class,CG-86574,Customer 701,Home Office,United States,Tennessee City,Tennessee,13505,South,OFF-9710,Office Supplies,Appliances,Appliances Item 19,1522.66,7,0.1,188.97
1503,CA-11502-1502,2021-09-06,2021-09-10,Second Class,CG-75738,Customer 702,Corporate,United States,North Carolina City,North Carolina,12027,South,OFF-1178,Technology,Phones,Phones Item 18,90.54,1,0.0,17.04
1504,CA-11503-1503,2022-11-17,2022-11-23,Standard Class,CG-42070,Customer 703,Corporate,United States,Michigan City,Michigan,88132,Central,OFF-8275,Furniture,Chairs,Chairs Item 49,6602.04,7,0.2,-1998.11
1505,CA-11504-1504,2019-08-04,2019-08-07,Second Class,CG-70333,Customer 704,Corporate,United States,Missouri City,Missouri,94104,Central,OFF-7800,Technology,Accessories,Accessories Item 41,1399.76,5,0.0,174.19
1506,CA-11505-1505,2021-11-05,2021-11-07,Same Day,CG-20872,Customer 705,Consumer,United States,North Carolina City,North Carolina,53058,South,OFF-8137,Office Supplies,Appliances,Appliances Item 31,850.46,4,0.0,257.49
1507,CA-11506-1506,2021-04-19,2021-04-21,First Class,CG-59459,Customer 706,Corporate,United States,Georgia City,Georgia,61275,South,OFF-5882,Technology,Phones,Phones Item 27,7846.35,5,0.3,-1852.3
1508,CA-11507-1507,2020-02-01,2020-02-06,Standard Class,CG-70615,Customer 707,Corporate,United States,Massachusetts City,Massachusetts,93126,East,OFF-9601,Technology,Phones,Phones Item 14,11443.18,9,0.0,2155.86
1509,CA-11508-1508,2021-10-18,2021-10-21,Second Class,CG-88711,Customer 708,Home Office,United States,Arkansas City,Arkansas,61531,South,OFF-5264,Furniture,Furnishings,Furnishings Item 8,6610.38,7,0.1,-868.93
1510,CA-11509-1509,2020-06-04,2020-06-09,Standard Class,CG-96465,Customer 709,Corporate,United States,Florida City,Florida,99713,South,OFF-1785,Furniture,Chairs,Chairs Item 16,2197.6,7,0.4,-1132.73
1511,CA-11510-1510,2019-04-20,2019-04-22,First Class,CG-61645,Customer 710,Home Office,United States,Washington City,Washington,45747,West,OFF-3424,Office Supplies,Art,Art Item 40,708.45,10,0.5,-368.99
1512,CA-11511-1511,2021-04-24,2021-04-30,Standard Class,CG-30002,Customer 711,Consumer,United States,Utah City,Utah,72020,West,OFF-7630,Furniture,Bookcases,Bookcases Item 11,2352.82,2,0.2,-516.42
1513,CA-11512-1512,2022-06-13,2022-06-18,Standard Class,CG-55562,Customer 712,Consumer,United States,Alabama City,Alabama,38234,South,OFF-4402,Technology,Machines,Machines Item 45,1268.48,5,0.2,-124.0
1514,CA-11513-1513,2020-12-28,2020-12-31,First Class,CG-66972,Customer 713,Corporate,United States,Ohio City,Ohio,35530,East,OFF-1140,Office Supplies,Appliances,Appliances Item 16,121.53,1,0.0,27.73
1515,CA-11514-1514,2019-12-21,2019-12-24,Second Class,CG-63756,Customer 714,Consumer,United States,Kansas City,Kansas,19305,Central,OFF-9813,Office Supplies,Storage,Storage Item 5,62.87,1,0.3,-12.4
1516,CA-11515-1515,2020-03-25,2020-03-27,Same Day,CG-15615,Customer 715,Home Office,United States,Florida City,Florida,86004,South,OFF-3844,Office Supplies,Fasteners,Fasteners Item 23,364.09,2,0.2,-19.57
1517,CA-11516-1516,2019-07-08,2019-07-11,Second Class,CG-72376,Customer 716,Consumer,United States,Mississippi City,Mississippi,91937,South,OFF-3533,Furniture,Bookcases,Bookcases Item 47,11319.53,13,0.1,161.53
1518,CA-11517-1517,2021-11-19,2021-11-25,Standard Class,CG-67977,Customer 717,Corporate,United States,Kansas City,Kansas,25622,Central,OFF-7665,Technology,Phones,Phones Item 4,17479.02,7,0.0,4455.42
1519,CA-11518-1518,2020-04-15,2020-04-19,Second Class,CG-93105,Customer 718,Consumer,United States,Louisiana City,Louisiana,98915,South,OFF-7109,Furniture,Chairs,Chairs Item 42,1430.84,7,0.3,-638.23
1520,CA-11519-1519,2020-03-01,2020-03-07,Standard Class,CG-78740,Customer 719,Corporate,United States,Florida City,Florida,83301,South,OFF-9544,Office Supplies,Envelopes,Envelopes Item 15,759.97,9,0.0,214.92
1521,CA-11520-1520,2019-03-20,2019-03-26,Standard Class,CG-74850,Customer 720,Corporate,United States,Louisiana City,Louisiana,97780,South,OFF-2261,Office Supplies,Art,Art Item 21,2232.9,13,0.0,531.24
1522,CA-11521-1521,2020-08-01,2020-08-07,Standard Class,CG-57674,Customer 721,Consumer,United States,Oregon City,Oregon,36844,West,OFF-7300,Technology,Phones,Phones Item 21,22700.88,13,0.2,-2228.15
1523,CA-11522-1522,2019-09-27,2019-09-29,First Class,CG-91438,Customer 722,Home Office,United States,Oregon City,Oregon,62680,West,OFF-3408,Office Supplies,Art,Art Item 45,484.54,6,0.2,-43.18
1524,CA-11523-1523,2019-09-19,2019-09-25,Standard Class,CG-66949,Customer 723,Corporate,United States,Texas City,Texas,46929,Central,OFF-1286,Furniture,Bookcases,Bookcases Item 48,1212.14,4,0.4,-519.88
1525,CA-11524-1524,2019-09-07,2019-09-10,First Class,CG-17196,Customer 724,Corporate,United States,Indiana City,Indiana,96993,Central,OFF-3382,Technology,Copiers,Copiers Item 46,2426.08,1,0.1,191.03
1526,CA-11525-1525,2022-11-23,2022-11-29,Standard Class,CG-45921,Customer 725,Home Office,United States,Washington City,Washington,34576,West,OFF-1166,Technology,Copiers,Copiers Item 5,1679.48,3,0.2,-191.75
1527,CA-11526-1526,2019-07-20,2019-07-26,Standard Class,CG-99567,Customer 726,Consumer,United States,Connecticut City,Connecticut,41052,East,OFF-9525,Furniture,Chairs,Chairs Item 5,5144.66,4,0.0,563.37
1528,CA-11527-1527,2019-01-21,2019-01-27,Standard Class,CG-86872,Customer 727,Consumer,United States,Kansas City,Kansas,89023,Central,OFF-8371,Furniture,Furnishings,Furnishings Item 18,4396.69,4,0.0,317.64
1529,CA-11528-1528,2020-07-01,2020-07-05,Second Class,CG-85287,Customer 728,Corporate,United States,Ohio City,Ohio,66953,East,OFF-9928,Technology,Accessories,Accessories Item 4,6376.2,11,0.0,1424.37
1530,CA-11529-1529,2021-09-29,2021-10-03,Second Class,CG-47206,Customer 729,Corporate,United States,Washington City,Washington,79963,West,OFF-6556,Technology,Machines,Machines Item 21,4259.37,10,0.1,124.28
1531,CA-11530-1530,2019-09-08,2019-09-14,Standard Class,CG-20042,Customer 730,Corporate,United States,California City,California,69031,West,OFF-7436,Office Supplies,Appliances,Appliances Item 21,1947.28,10,0.0,453.41
1532,CA-11531-1531,2022-07-31,2022-08-06,Standard Class,CG-91711,Customer 731,Home Office,United States,Washington City,Washington,81509,West,OFF-3086,Furniture,Bookcases,Bookcases Item 49,2167.4,4,0.3,-797.68
1533,CA-11532-1532,2021-01-09,2021-01-10,Same Day,CG-53906,Customer 732,Home Office,United States,Arizona City,Arizona,30378,West,OFF-3694,Office Supplies,Paper,Paper Item 17,2563.36,10,0.0,517.07
1534,CA-11533-1533,2021-07-01,2021-07-04,Second Class,CG-86199,Customer 733,Consumer,United States,Wisconsin City,Wisconsin,23967,Central,OFF-8768,Technology,Accessories,Accessories Item 16,26064.12,13,0.1,1056.25
1535,CA-11534-1534,2019-10-01,2019-10-06,Standard Class,CG-61151,Customer 734,Home Office,United States,New York City,New York,17426,East,OFF-5495,Office Supplies,Paper,Paper Item 14,715.74,12,0.0,216.63
1536,CA-11535-1535,2019-09-23,2019-09-24,Same Day,CG-43921,Customer 735,Home Office,United States,Arkansas City,Arkansas,14161,South,OFF-2336,Furniture,Tables,Tables Item 23,6679.0,10,0.4,-2628.15
1537,CA-11536-1536,2020-04-05,2020-04-08,Second Class,CG-98309,Customer 736,Corporate,United States,Wisconsin City,Wisconsin,81784,Central,OFF-1971,Technology,Phones,Phones Item 5,2244.74,12,0.0,314.14
1538,CA-11537-1537,2022-02-03,2022-02-09,Standard Class,CG-95808,Customer 737,Home Office,United States,Idaho City,Idaho,68923,West,OFF-1968,Furniture,Chairs,Chairs Item 26,6153.1,5,0.0,638.51
1539,CA-11538-1538,2020-10-07,2020-10-13,Standard Class,CG-76404,Customer 738,Corporate,United States,Oregon City,Oregon,48682,West,OFF-9213,Office Supplies,Art,Art Item 2,374.96,5,0.0,73.49
1540,CA-11539-1539,2022-05-30,2022-06-02,First Class,CG-81991,Customer 739,Corporate,United States,Tennessee City,Tennessee,50372,South,OFF-9152,Furniture,Furnishings,Furnishings Item 22,2601.74,7,0.0,216.09
1541,CA-11540-1540,2022-09-14,2022-09-19,Standard Class,CG-98519,Customer 740,Corporate,United States,Illinois City,Illinois,68636,Central,OFF-7487,Furniture,Chairs,Chairs Item 40,9092.17,12,0.0,1601.45
1542,CA-11541-1541,2019-10-07,2019-10-12,Standard Class,CG-99000,Customer 741,Consumer,United States,Connecticut City,Connecticut,23587,East,OFF-2195,Office Supplies,Binders,Binders Item 16,2600.84,9,0.0,625.96
1543,CA-11542-1542,2020-10-25,2020-10-28,Second Class,CG-22568,Customer 742,Corporate,United States,Alabama City,Alabama,80847,South,OFF-9828,Technology,Machines,Machines Item 44,1440.26,8,0.6,-1025.24
1544,CA-11543-1543,2020-02-06,2020-02-09,Second Class,CG-89958,Customer 743,Consumer,United States,Tennessee City,Tennessee,51474,South,OFF-6099,Furniture,Furnishings,Furnishings Item 37,1647.99,13,0.0,223.57
1545,CA-11544-1544,2020-02-25,2020-03-01,Standard Class,CG-39967,Customer 744,Consumer,United States,Nebraska City,Nebraska,38798,Central,OFF-2067,Technology,Machines,Machines Item 38,8906.25,12,0.0,2000.9
1546,CA-11545-1545,2022-04-28,2022-05-04,Standard Class,CG-70161,Customer 745,Corporate,United States,Tennessee City,Tennessee,30098,South,OFF-4078,Furniture,Tables,Tables Item 20,2764.64,4,0.2,-556.92
1547,CA-11546-1546,2022-01-30,2022-02-05,Standard Class,CG-77792,Customer 746,Home Office,United States,Idaho City,Idaho,88372,West,OFF-5358,Office Supplies,Binders,Binders Item 12,318.9,5,0.0,86.66
1548,CA-11547-1547,2022-02-26,2022-02-28,Same Day,CG-57092,Customer 747,Home Office,United States,North Carolina City,North Carolina,93048,South,OFF-5561,Office Supplies,Binders,Binders Item 33,805.65,13,0.1,75.36
1549,CA-11548-1548,2022-10-13,2022-10-18,Standard Class,CG-79248,Customer 748,Consumer,United States,New York City,New York,75091,East,OFF-8058,Technology,Copiers,Copiers Item 30,7665.07,4,0.3,-1571.19
1550,CA-11549-1549,2021-08-19,2021-08-25,Standard Class,CG-63551,Customer 749,Consumer,United States,Oregon City,Oregon,90984,West,OFF-4966,Technology,Copiers,Copiers Item 21,21238.05,13,0.1,410.36
1551,CA-11550-1550,2021-07-28,2021-08-03,Standard Class,CG-24735,Customer 750,Consumer,United States,Pennsylvania City,Pennsylvania,57011,East,OFF-4032,Technology,Machines,Machines Item 29,7048.83,4,0.1,422.71
1552,CA-11551-1551,2019-10-16,2019-10-22,Standard Class,CG-79245,Customer 751,Home Office,United States,North Carolina City,North Carolina,94690,South,OFF-2030,Furniture,Bookcases,Bookcases Item 35,3430.98,3,0.0,198.03
1553,CA-11552-1552,2021-09-02,2021-09-08,Standard Class,CG-71579,Customer 752,Home Office,United States,Tennessee City,Tennessee,82884,South,OFF-1575,Office Supplies,Art,Art Item 4,2103.5,11,0.2,-131.22
1554,CA-11553-1553,2021-08-20,2021-08-22,First Class,CG-27265,Customer 753,Consumer,United States,Massachusetts City,Massachusetts,82445,East,OFF-6032,Technology,Copiers,Copiers Item 29,4188.27,11,0.0,1068.66
1555,CA-11554-1554,2021-09-10,2021-09-15,Standard Class,CG-22013,Customer 754,Corporate,United States,Minnesota City,Minnesota,55364,Central,OFF-4683,Office Supplies,Paper,Paper Item 17,293.26,4,0.1,28.27
1556,CA-11555-1555,2021-11-21,2021-11-26,Standard Class,CG-37366,Customer 755,Home Office,United States,Utah City,Utah,20836,West,OFF-2058,Furniture,Tables,Tables Item 48,6309.76,13,0.5,-4392.62
1557,CA-11556-1556,2019-12-28,2020-01-01,Second Class,CG-73849,Customer 756,Home Office,United States,New Jersey City,New Jersey,88218,East,OFF-1355,Technology,Phones,Phones Item 17,2492.46,9,0.1,-72.34
1558,CA-11557-1557,2021-05-04,2021-05-07,First Class,CG-52020,Customer 757,Home Office,United States,Arizona City,Arizona,18573,West,OFF-7031,Technology,Phones,Phones Item 39,3036.38,9,0.2,-339.07
1559,CA-11558-1558,2020-04-26,2020-04-30,Second Class,CG-75564,Customer 758,Home Office,United States,Utah City,Utah,67531,West,OFF-2860,Furniture,Chairs,Chairs Item 22,200.95,1,0.4,-107.68
1560,CA-11559-1559,2022-07-20,2022-07-24,Second Class,CG-72823,Customer 759,Corporate,United States,Washington City,Washington,54480,West,OFF-7249,Furniture,Bookcases,Bookcases Item 18,2209.45,8,0.0,293.89
1561,CA-11560-1560,2022-05-26,2022-05-28,Same Day,CG-18624,Customer 760,Consumer,United States,Pennsylvania City,Pennsylvania,83425,East,OFF-6238,Office Supplies,Fasteners,Fasteners Item 45,528.73,7,0.0,139.72
1562,CA-11561-1561,2019-05-22,2019-05-24,First Class,CG-91055,Customer 761,Corporate,United States,Ohio City,Ohio,75254,East,OFF-2003,Office Supplies,Appliances,Appliances Item 1,1201.63,7,0.4,-370.45
1563,CA-11562-1562,2021-10-11,2021-10-16,Standard Class,CG-19657,Customer 762,Home Office,United States,Wisconsin City,Wisconsin,97989,Central,OFF-2961,Technology,Phones,Phones Item 44,16234.86,7,0.0,3046.59
1564,CA-11563-1563,2020-03-28,2020-04-02,Standard Class,CG-36067,Customer 763,Home Office,United States,Minnesota City,Minnesota,78708,Central,OFF-3470,Technology,Accessories,Accessories Item 36,2607.28,3,0.4,-1246.34
1565,CA-11564-1564,2019-04-21,2019-04-26,Standard Class,CG-45109,Customer 764,Consumer,United States,Indiana City,Indiana,60670,Central,OFF-2838,Furniture,Bookcases,Bookcases Item 39,529.86,1,0.5,-319.85
1566,CA-11565-1565,2019-12-22,2019-12-28,Standard Class,CG-23070,Customer 765,Consumer,United States,Nebraska City,Nebraska,47807,Central,OFF-8039,Technology,Accessories,Accessories Item 34,1354.04,1,0.2,-193.97
1567,CA-11566-1566,2021-12-03,2021-12-09,Standard Class,CG-77165,Customer 766,Corporate,United States,Oregon City,Oregon,18634,West,OFF-4014,Technology,Copiers,Copiers Item 22,1992.86,1,0.0,337.06
1568,CA-11567-1567,2020-03-29,2020-04-04,Standard Class,CG-66986,Customer 767,Corporate,United States,Massachusetts City,Massachusetts,65956,East,OFF-8510,Furniture,Tables,Tables Item 7,2961.82,5,0.2,-488.91
1569,CA-11568-1568,2022-10-05,2022-10-07,First Class,CG-39811,Customer 768,Corporate,United States,Nevada City,Nevada,59206,West,OFF-1841,Technology,Copiers,Copiers Item 17,701.58,3,0.0,151.97
1570,CA-11569-1569,2021-08-18,2021-08-23,Standard Class,CG-34133,Customer 769,Home Office,United States,Virginia City,Virginia,13630,East,OFF-1227,Furniture,Chairs,Chairs Item 47,7781.27,10,0.0,1162.13
1571,CA-11570-1570,2022-09-09,2022-09-12,First Class,CG-75047,Customer 770,Consumer,United States,New York City,New York,39028,East,OFF-3764,Furniture,Bookcases,Bookcases Item 42,9608.38,11,0.0,675.17
1572,CA-11571-1571,2020-04-18,2020-04-21,First Class,CG-70356,Customer 771,Corporate,United States,Alabama City,Alabama,21110,South,OFF-2160,Office Supplies,Storage,Storage Item 14,733.97,6,0.5,-373.21
1573,CA-11572-1572,2021-06-03,2021-06-08,Standard Class,CG-96170,Customer 772,Home Office,United States,Nebraska City,Nebraska,40569,Central,OFF-7626,Furniture,Furnishings,Furnishings Item 40,1603.98,6,0.0,79.9
1574,CA-11573-1573,2021-01-04,2021-01-05,Same Day,CG-96780,Customer 773,Home Office,United States,Washington City,Washington,46536,West,OFF-9928,Technology,Machines,Machines Item 20,2766.61,4,0.2,-368.76
1575,CA-11574-1574,2019-05-15,2019-05-21,Standard Class,CG-91362,Customer 774,Consumer,United States,Montana City,Montana,84660,West,OFF-7588,Technology,Accessories,Accessories Item 32,5064.29,12,0.0,645.17
1576,CA-11575-1575,2022-06-02,2022-06-07,Standard Class,CG-42947,Customer 775,Corporate,United States,Wisconsin City,Wisconsin,83532,Central,OFF-6464,Technology,Copiers,Copiers Item 1,3165.54,5,0.4,-1421.4
1577,CA-11576-1576,2022-07-19,2022-07-24,Standard Class,CG-11144,Customer 776,Home Office,United States,Wisconsin City,Wisconsin,47302,Central,OFF-1720,Furniture,Furnishings,Furnishings Item 25,11117.59,8,0.0,629.99
1578,CA-11577-1577,2019-01-24,2019-01-30,Standard Class,CG-38629,Customer 777,Consumer,United States,New Jersey City,New Jersey,37775,East,OFF-8261,Furniture,Bookcases,Bookcases Item 37,13952.17,12,0.0,865.41
1579,CA-11578-1578,2020-02-24,2020-02-29,Standard Class,CG-96492,Customer 778,Home Office,United States,Tennessee City,Tennessee,86206,South,OFF-1637,Furniture,Chairs,Chairs Item 44,7674.89,11,0.5,-4662.68
1580,CA-11579-1579,2020-07-16,2020-07-21,Standard Class,CG-60640,Customer 779,Home Office,United States,Virginia City,Virginia,39548,East,OFF-2417,Furniture,Tables,Tables Item 23,1632.17,8,0.4,-886.82
1581,CA-11580-1580,2019-02-21,2019-02-25,Second Class,CG-23654,Customer 780,Consumer,United States,New York City,New York,10203,East,OFF-4745,Office Supplies,Envelopes,Envelopes Item 23,699.76,3,0.1,40.48
1582,CA-11581-1581,2020-06-23,2020-06-25,Same Day,CG-67039,Customer 781,Home Office,United States,Florida City,Florida,87232,South,OFF-4379,Office Supplies,Appliances,Appliances Item 18,1178.99,9,0.2,-49.19
1583,CA-11582-1582,2022-04-07,2022-04-11,Second Class,CG-80713,Customer 782,Corporate,United States,Montana City,Montana,30469,West,OFF-1383,Office Supplies,Appliances,Appliances Item 35,1836.07,13,0.1,269.64
1584,CA-11583-1583,2021-03-08,2021-03-11,First Class,CG-17186,Customer 783,Corporate,United States,Connecticut City,Connecticut,17506,East,OFF-3187,Office Supplies,Art,Art Item 3,882.24,11,0.0,211.6
1585,CA-11584-1584,2021-08-31,2021-09-01,Same Day,CG-15807,Customer 784,Consumer,United States,Kansas City,Kansas,81792,Central,OFF-9051,Office Supplies,Binders,Binders Item 8,1252.93,11,0.0,285.78
1586,CA-11585-1585,2021-01-26,2021-01-31,Standard Class,CG-14025,Customer 785,Home Office,United States,Arizona City,Arizona,34512,West,OFF-6156,Furniture,Bookcases,Bookcases Item 29,1229.01,1,0.0,200.08
1587,CA-11586-1586,2020-09-18,2020-09-20,First Class,CG-65674,Customer 786,Home Office,United States,Missouri City,Missouri,78209,Central,OFF-2049,Technology,Phones,Phones Item 40,13938.72,6,0.0,1971.08
1588,CA-11587-1587,2020-04-20,2020-04-25,Standard Class,CG-98943,Customer 787,Corporate,United States,Alabama City,Alabama,34660,South,OFF-3639,Office Supplies,Appliances,Appliances Item 9,68.63,3,0.0,10.2
1589,CA-11588-1588,2019-06-23,2019-06-27,Second Class,CG-60762,Customer 788,Consumer,United States,California City,California,83366,West,OFF-5604,Furniture,Chairs,Chairs Item 22,239.94,1,0.1,-6.1
1590,CA-11589-1589,2021-08-16,2021-08-22,Standard Class,CG-28228,Customer 789,Consumer,United States,Idaho City,Idaho,90210,West,OFF-1046,Office Supplies,Fasteners,Fasteners Item 32,515.86,3,0.3,-123.48
1591,CA-11590-1590,2021-08-09,2021-08-15,Standard Class,CG-46911,Customer 790,Home Office,United States,Nebraska City,Nebraska,24699,Central,OFF-6517,Technology,Accessories,Accessories Item 3,2819.38,1,0.0,479.58
1592,CA-11591-1591,2021-12-29,2022-01-03,Standard Class,CG-29806,Customer 791,Corporate,United States,Texas City,Texas,74333,Central,OFF-8012,Furniture,Chairs,Chairs Item 19,798.17,3,0.1,-15.53
1593,CA-11592-1592,2021-03-31,2021-04-04,Second Class,CG-68482,Customer 792,Home Office,United States,Arizona City,Arizona,99484,West,OFF-2695,Office Supplies,Binders,Binders Item 27,842.88,6,0.2,-64.11
